description,carb,fat,energy,protein,country,amount_type,queries
"['Bread, oatmeal', 'Egg salad, made with mayonnaise']","[13.58, 0.75]","[1.23, 17.12]","[75.32, 190.18]","[2.35, 7.59]",USA,metric,I'm enjoying 28 grams of oatmeal bread alongside 74 grams of egg salad for dinner.
"['Celery, raw', 'Chocolate milk, ready to drink, reduced fat', 'Hot pepper sauce', 'Burrito with beans, meatless']","[0.12, 30.08, 0.07, 32.47]","[0.01, 4.71, 0.07, 15.01]","[0.56, 188.48, 1.08, 326.4]","[0.03, 7.42, 0.12, 15.67]",USA,metric,"For lunch, I'm having 4 grams of raw celery, 248 grams of reduced fat chocolate milk, 9 grams of hot pepper sauce, and a 170-gram meatless burrito with beans."
"['Chocolate milk, ready to drink, reduced fat', 'Tortilla chips, nacho cheese flavor (Doritos)']","[30.08, 17.03]","[4.71, 7.68]","[188.48, 145.32]","[7.42, 2.06]",USA,metric,"For lunch, I'm having 248 grams of reduced fat chocolate milk and 28 grams of nacho cheese flavored Doritos."
"['Kit Kat', 'Roll, sweet, cinnamon bun, frosted']","[27.77, 43.74]","[11.18, 23.95]","[222.74, 406.8]","[2.8, 4]",USA,metric,I have a 43g Kit Kat and a 90g frosted cinnamon bun roll for a little snack.
"['Macaroni or noodles with cheese, made from packaged mix', 'Apple juice, 100%']","[50.99, 14.8]","[18.33, 0.17]","[409.4, 60.26]","[10.67, 0.13]",USA,metric,"For dinner, I'm having 230 grams of macaroni and cheese made from a packaged mix along with 131 grams of 100% apple juice."
"['Apple juice, 100%', 'Bagel']","[14.01, 55]","[0.16, 1.39]","[57.04, 277.2]","[0.12, 11.09]",USA,metric,"For lunch, I’m having a 105g bagel with 124g of 100% apple juice."
"['Barley soup, home recipe, canned, or ready-to-serve']",[47.08],[5.69],[308.36],[16.66],USA,metric,I have a 593-gram serving of ready-to-serve barley soup for dinner.
"['Water, bottled, unsweetened', 'Fajita with meat and vegetables']","[0, 20.92]","[0, 10.07]","[0, 234.3]","[0, 14.71]",USA,metric,I'm drinking 600 grams of bottled water alongside a 142-gram fajita filled with meat and veggies for lunch.
"['Water, bottled, unsweetened', 'Burrito with chicken and sour cream']","[0, 39.71]","[0, 35.99]","[0, 639.2]","[0, 39.44]",USA,metric,I'm enjoying a 507-gram bottle of water alongside a 272-gram chicken burrito with sour cream for dinner.
"['Bread, multigrain, toasted', 'Peanut butter', 'Water, tap']","[18.58, 3.57, 0]","[1.81, 8.18, 0]","[113.49, 95.52, 0]","[5.73, 3.6, 0]",USA,metric,"For breakfast, I'm having 39 grams of toasted multigrain bread with 16 grams of peanut butter and a glass of 240 grams of tap water."
"['Coffee, Cappuccino', 'SNICKERS Bar']","[6.62, 35.06]","[2.38, 13.59]","[64.8, 279.87]","[4.1, 4.29]",USA,metric,"For a snack, I'm having a cappuccino that weighs 240 grams and a 57-gram SNICKERS bar."
"['* cassava leaves, fresh, raw, *boiled*', '* maize flour,white variety,roller meal (unrefined),raw *boi', '* onion, large bulb, fresh, raw *boiled*', '* tomato,ripe,fresh,raw *boiled*', 'amasuku (masuku),ripe,fresh,raw']","[4.1, 68.4, 0.7, 1.0, 4.0]","[0.5, 3.5, 0.0, 0.1, 0.1]","[30, 321, 3, 5, 16]","[2.3, 6.1, 0.1, 0.2, 0.1]",ZMB,metric,"For lunch, I’m eating 27g of boiled cassava leaves, 89g of raw maize flour, 7g of boiled onion, 25g of boiled tomato, and 33g of ripe masuku."
"['* maize flour,white variety,roller meal (unrefined),raw *boi', '* mushroom,fresh,raw *boiled*', '* onion, large bulb, fresh, raw *boiled*', '* onion,large bulb,fresh,raw *boiled*', '* tomato,ripe,fresh,raw *boiled*', 'chicken,unspecified part,w/o bone,meat&skin,fresh,boiled', 'groundnuts,dried,roasted']","[59.2, 0.7, 0.2, 0.2, 1.1, 0.0, 14.2]","[3.0, 0.1, 0.0, 0.0, 0.0, 1.3, 32.8]","[278, 4, 1, 1, 5, 22, 386]","[5.3, 0.6, 0.0, 0.0, 0.30000000000000004, 2.5, 15.6]",ZMB,metric,"For lunch today, I'm having 77g of maize flour, 20g of fresh boiled mushrooms, along with 2g of boiled onions. I also included another 2g of boiled onions, 28g of boiled tomatoes, 10g of boiled chicken, and 66g of roasted groundnuts."
"['fritters', 'maize grain,white variety,dried,boiled']","[79.8, 36.4]","[36.0, 2.3]","[669, 179]","[8.2, 4.6]",ZMB,metric,"For lunch, I’m enjoying 95 grams of boiled white maize alongside 157 grams of fritters."
"['groundnuts,dried,raw', 'groundnuts,dried,roasted', 'pumpkin,mature,w/skin,fresh,boiled', 'sweetpotato,yellow,w/skin,fresh,boiled']","[2.9, 2.8, 7.3, 17.6]","[8.9, 6.5, 0.1, 0.1]","[102, 76, 30, 75]","[4.6, 3.1, 1.0, 1.4]",ZMB,metric,"At lunch, I enjoyed 18 grams of raw groundnuts, 13 grams of roasted groundnuts, plus 148 grams of fresh boiled pumpkin and 66 grams of boiled yellow sweet potato."
"['biscuits,chico', 'bread,rolls,dinner,plain', 'peanut butter, paste, commercial']","[14.6, 50.4, 1.1]","[5.0, 6.3, 2.5]","[110, 301, 29]","[1.9, 10.6, 1.2]",ZMB,metric,"For lunch, I'm enjoying a 97-gram plain dinner roll with 5 grams of peanut butter, along with 30 grams of chico biscuits."
"['groundnuts,dried,raw', 'mango,ripe,wo/skin,fresh,raw', 'milk,cow,whole,fresh,raw']","[9.7, 178.0, 10.0]","[29.5, 3.1, 7.4]","[340, 681, 134]","[15.5, 5.2, 7.1]",ZMB,metric,"For breakfast, I'm having 60g of raw groundnuts, 1047g of fresh ripe mango, and 223g of whole raw cow's milk."
"['* groundnuts, powder, raw, *boiled*', '* maize samp,white variety,dried,raw, *boiled*', 'sweetpotato,yellow,w/skin,fresh,boiled']","[5.0, 37.2, 34.7]","[15.3, 2.4, 0.1]","[176, 183, 148]","[8.0, 4.7, 2.7]",ZMB,metric,"For breakfast, I'm having 31 grams of raw groundnut powder, boiled maize samp weighing 50 grams, and 130 grams of boiled yellow sweet potato with skin."
"['* cabbage,green,fresh, raw, *boiled*', '* maize flour,white variety,breakfast meal (refined),raw *bo', '* onion, large bulb, fresh, raw *boiled*', '* onion,large bulb,fresh,raw *boiled*', '* tomato,ripe,fresh,raw *boiled*', 'chicken,breast,meat&skin,fresh,fried']","[1.0, 107.7, 0.5, 0.3, 1.7000000000000002, 0.0]","[0.0, 2.4, 0.0, 0.0, 0.1, 6.3]","[5, 502, 2, 1, 8, 117]","[0.2, 9.9, 0.1, 0.0, 0.30000000000000004, 14.2]",ZMB,metric,"Tonight's dinner consists of 18g of raw boiled green cabbage, 136g of raw boiled maize flour, 5g of onion, plus another 3g of onion. I also have 43g of boiled tomato and 50g of fried chicken breast."
"['* groundnuts, powder, raw, *boiled*', '* maize flour,white variety,breakfast meal (refined),raw *bo', '* nyandale leaves,fresh,raw *boiled*', '* onion, large bulb, fresh, raw *boiled*', '* tomato,ripe,fresh,raw *boiled*', 'bread,bun,plain']","[5.2, 134.6, 5.6, 0.8, 1.2, 122.5]","[15.7, 3.1, 0.4, 0.0, 0.1, 8.0]","[181, 627, 33, 4, 6, 644]","[8.3, 12.4, 3.5, 0.1, 0.3, 18.4]",ZMB,metric,"I ate 32 grams of groundnut powder and 170 grams of maize flour. I also had 54 grams of nyandale leaves, 9 grams of onion, 31 grams of tomato, and a 242-gram bun for lunch."
"['* fish,kapenta(type 5),dried,raw *boiled*', '* maize flour,white variety,breakfast meal (refined),raw *bo', '* onion, large bulb, fresh, raw *boiled*', '* tomato,ripe,fresh,raw *boiled*', 'termites/ants,dried,roasted']","[0.0, 68.9, 0.5, 0.7, 1.9]","[3.8, 1.6, 0.0, 0.0, 15.0]","[66, 321, 2, 3, 190]","[7.5, 6.4, 0.1, 0.2, 12.3]",ZMB,metric,"For tonight's dinner, I’ve got 18 grams of kapenta, 87 grams of maize flour, 5 grams of onion, 18 grams of tomato, and 32 grams of roasted ants."
"['Alcoholic beverage, wine, red wine, table type', 'Apple, peeled, fresh', 'Bread, white, high gluten flour (12% protein, Italian ""tipo 1"")', 'Fish, rays, raw', 'Parsley, raw', 'Potato, raw', 'Vegetable oil, olive oil', 'Water, tap water']","[0.0, 19.65, 71.64, 1.51, 0.0, 41.92, 0.0, 0.0]","[0.0, 0.15, 0.72, 1.94, 0.04, 2.34, 29.56, 0.0]","[120, 80, 318, 147, 1, 199, 266, 0]","[0.0, 0.45, 10.68, 30.62, 0.23, 4.92, 0.0, 0.0]",ITA,metric,"For a snack, I'm having 160g of red table wine, 150g of fresh peeled apple, 120g of high gluten white bread, 215.6g of raw ray fish, 6.1g of fresh parsley, 234.2g of raw potato, 29.6g of olive oil, and 320g of tap water."
"['Banana, fresh', 'Beef, processed meat, dried cured beef', 'Bread, white, pastry flour, ""Rosetta"", traditional bread from Italy', 'Lemon, with peel, fresh', 'Sugar', 'Water, bottled water - Levissima']","[15.4, 0.0, 25.92, 0.14, 8.36, 0.0]","[0.3, 1.56, 0.86, 0.0, 0.0, 0.0]","[65, 91, 121, 1, 31, 0]","[1.2, 19.2, 4.05, 0.04, 0.0, 0.0]",ITA,metric,"For a quick snack, I had 100g of banana, 60g of dried beef, and 45g of Italian bread. I also included a 6g lemon with peel, 8g of sugar, and 120g of Levissima water."
"['Alcoholic beverage, wine, white wine, table type', 'Banana, fresh', 'Bread, white, high gluten flour (12% protein, Italian ""tipo 1"")', 'Butter', 'Chicken, meat only, raw', 'Pear, fresh', 'Peas, fresh, raw', 'Vegetable oil, olive oil', 'Water, bottled water - Coop']","[0.0, 15.4, 35.82, 0.12, 0.0, 10.38, 11.77, 0.0, 0.0]","[0.0, 0.3, 0.36, 9.13, 16.49, 0.12, 1.09, 15.34, 0.0]","[0, 65, 159, 83, 266, 41, 94, 138, 0]","[0.0, 1.2, 5.34, 0.09, 29.55, 0.35, 9.96, 0.0, 0.0]",ITA,metric,"For a snack, I have 100g of fresh banana, 60g of white bread, and 10.9g of butter. I’m also including 155.5g of raw chicken and 118g of fresh pear, along with 181.1g of raw peas, a splash of 15.4g of olive oil, and I’ll be drinking 320g of bottled water. I'm treating myself to a little 0.0g of white wine as well."
"['Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey)', 'Butter', 'Cream, fluid, 35% fat', 'Fish, salmon, smoked', 'Onion, raw', 'Pasta, unenriched, dry, raw', 'Strawberry, fresh', 'Sugar', 'Water, bottled water - Levissima']","[0.0, 0.13, 1.49, 0.35, 1.66, 92.19, 1.7, 25.08, 0.0]","[0.0, 9.63, 15.31, 1.31, 0.03, 1.63, 0.13, 0.0, 0.0]","[1, 88, 147, 43, 8, 411, 9, 94, 0]","[0.0, 0.09, 1.01, 7.38, 0.29, 12.7, 0.29, 0.0, 0.0]",ITA,metric,"For a snack, I'm having 116.5g of dry raw pasta, 29.1g of smoked salmon, and 43.8g of cream. I also included 11.6g of butter, 29.1g of raw onion, and 0.4g of distilled alcohol. Plus, I’m enjoying 32.0g of fresh strawberries on the side and sipping on 320.0g of bottled water. A little sugar, about 24.0g, adds a touch of sweetness here and there."
"['Apple, peeled, fresh', 'Bread, crumbs, dry, grated, plain', 'Bread, white, pastry flour (9% protein, Italian ""tipo 00"")', 'Eggplant, raw', 'Garlic, raw', 'Rabbit, lean and fat, raw', 'Vegetable oil, olive oil', 'Water, bottled water - Uliveto']","[19.65, 2.92, 40.14, 3.35, 0.03, 0.99, 0.0, 0.0]","[0.15, 0.08, 0.24, 0.52, 0.0, 10.46, 13.780000000000001, 0.0]","[80, 13, 173, 23, 0, 272, 124, 0]","[0.45, 0.38, 5.16, 1.42, 0.0, 43.63, 0.0, 0.0]",ITA,metric,"I just had a snack that included 150g of fresh peeled apple, 3.8g of dry grated bread crumbs, and 60g of Italian pastry flour. There was also 129g of raw eggplant, 0.4g of raw garlic, and 197.4g of rabbit meat, all cooked in 13.8g of olive oil, plus 160g of Uliveto bottled water."
"['Beef, meat, lean and fat, raw', 'Bread, white, pastry flour, ""Rosetta"", traditional bread from Italy', 'Cheese, Grana, hard type', 'Coffee, brewed, espresso, homemade, without sugar', 'Endive, raw', 'Kiwifruit, fresh', 'Sugar', 'Vegetable oil, extra-virgin olive oil', 'Vegetable oil, olive oil', 'Water, bottled water - Panna']","[0.0, 25.92, 0.0, 0.36, 0.68, 18.72, 16.72, 0.0, 0.0, 0.0]","[21.48, 0.86, 14.7, 0.0, 0.08, 1.25, 0.0, 8.99, 13.99, 0.0]","[370, 121, 202, 2, 4, 92, 63, 81, 126, 0]","[44.12, 4.05, 17.32, 0.24, 0.22, 2.5, 0.0, 0.0, 0.0, 0.0]",ITA,metric,"For a snack, I'm having 231g of raw lean and fat beef, 45g of traditional Italian bread, and 52.5g of Grana cheese. I also brewed 60g of homemade espresso without sugar, and I'm adding 25g of raw endive, along with 208g of fresh kiwifruit. I used 16g of sugar and 9g of extra-virgin olive oil. I also added 14g of regular olive oil, and I'm drinking 240g of Panna bottled water."
"['Biscuits, biscuits with cocoa (abbracci, pan di stelle type)', 'Coffee, brewed, espresso, homemade, without sugar', 'Milk, cow, whole', 'Sugar', 'Water, tap water', 'Yoghurt, plain, whole milk']","[29.76, 0.38, 9.19, 8.36, 0.0, 11.18]","[12.43, 0.0, 6.75, 0.0, 0.0, 10.14]","[238, 2, 120, 31, 0, 172]","[3.6, 0.25, 6.19, 0.0, 0.0, 9.88]",ITA,metric,"I’m enjoying a snack that includes 48 grams of cocoa biscuits, 62.5 grams of espresso made at home without sugar, and a glass of 187.5g of whole milk. I added 8 grams of sugar to my coffee and I'm also having 160g of tap water with 260g of plain yogurt."
"['Bread, white, pastry flour (9% protein, Italian ""tipo 00"")', 'Carbonated beverage, cola or similar-type (Coca cola, Pepsi)', 'Cheese, Stracchino, cow\x92s-milk cheese, soft type', 'Lettuce, raw', 'Pork, processed food, ham, lean, raw, cured', 'Tomato, salad type, raw', 'Vegetable oil, olive oil', 'Water, tap water']","[60.21, 12.6, 0.0, 0.89, 0.2, 2.1, 0.0, 0.0]","[0.36, 0.0, 16.94, 0.16, 8.36, 0.15, 9.49, 0.0]","[260, 47, 202, 8, 121, 13, 85, 0]","[7.74, 0.0, 12.49, 0.73, 11.32, 0.9, 0.0, 0.0]",ITA,metric,"For my snack, I'm having 90 grams of white bread, 120 grams of cola, and 67.5 grams of soft cheese. I’ve got 40 grams of ham, 75 grams of fresh tomatoes, 40.5 grams of lettuce, 9.5 grams of olive oil, and 240 grams of tap water."
"['Beef, meat, lean and fat, raw', 'Bread, white, pastry flour, ""Rosetta"", traditional bread from Italy', 'Vegetable oil, extra-virgin olive oil', 'Water, bottled water - Rocchetta Brio Blu']","[0.0, 25.92, 0.0, 0.0]","[6.97, 0.86, 8.99, 0.0]","[120, 121, 81, 0]","[14.32, 4.05, 0.0, 0.0]",ITA,metric,"I just made a snack with 75g of raw beef, 45g of white pastry flour bread, and drizzled 9g of olive oil on it. I also have 320g of bottled water to drink."
"['Bread, white, pastry flour, ""Rosetta"", traditional bread from Italy', 'Cheese, Stracchino, cow\x92s-milk cheese, soft type', 'Onion, raw', 'Pasta, tortellini filled with meat, raw', 'Pear, fresh', 'Potato, raw', 'Tomato, peeled tomato, canned', 'Vegetable oil, olive oil']","[25.92, 0.0, 0.09, 43.68, 10.38, 26.32, 1.07, 0.0]","[0.86, 16.94, 0.0, 6.21, 0.12, 1.47, 0.18, 23.29]","[121, 202, 0, 263, 41, 125, 7, 209]","[4.05, 12.49, 0.02, 10.68, 0.35, 3.09, 0.43, 0.0]",ITA,metric,"For a snack, I'm having 45g of traditional Italian white bread (Rosetta) with 67.5g of soft Stracchino cheese, along with a small raw onion (1.6g). I'm also enjoying 87.5g of meat-filled tortellini, 118g of fresh pear, 147.1g of raw potato, 35.5g of canned peeled tomatoes, and a drizzle of olive oil (23.3g)."
"['Cow milk, semi skimmed (half fat), FORTIFICATION-AGENT = Vitamin A (retinol, carotenoids), FORTIFICATION-AGENT = Vitamin B6 (pyridoxine, pyridoxamine, pyridoxal), FORTIFICATION-AGENT = Vitamin B12 (cyanocobalamin, hydroxocobalamin, methylcobalamin), FORTIFICATION-AGENT = Vitamin D (cholecalciferol, ergocalciferol), FORTIFICATION-AGENT = Zinc, FORTIFICATION-AGENT = Omega-3 fatty acids', 'Hen eggs', 'Maize flour, PROCESS = Extrusion/extrusion-cooking', 'Sandwich bread (hamburger roll-type), INGREDIENT = Egg yolk', 'Unbottled water']","[12.6, 0.82, 7.58, 2.22, 0.0]","[6.0, 3.84, 0.65, 0.33, 0.0]","[126, 64, 40, 13, 0]","[5.4, 6.17, 0.89, 0.37, 0.0]",PER,metric,"I started my day with 100 grams of fortified semi-skimmed milk, 45.7 grams of eggs, and 10 grams of maize flour. I also had a small piece of egg yolk sandwich bread weighing 4 grams and drank 236 grams of unbottled water."
"['Chicken fresh meat, PART-NATURE = Breast (as part-nature)', 'Hen eggs', 'Olive oils', 'Pre-cooked sausages to be cooked before consumption, INGREDIENT = Chicken fresh meat', 'Rice grain, PROCESS = Raw, no heat treatment', 'Soft drink, flavoured, no fruit', 'Soy sauce', 'Spring onions', 'Unbottled water']","[0.0, 0.26, 0.0, 0.12, 22.85, 24.86, 0.33, 0.15, 0.0]","[0.84, 1.21, 1.1, 1.96, 0.2, 0.0, 0.02, 0.01, 0.0]","[31, 20, 10, 21, 104, 93, 4, 1, 0]","[5.54, 1.94, 0.0, 0.63, 1.76, 0.0, 0.67, 0.05, 0.0]",PER,metric,"For dinner, I’m having 28.9g of fresh chicken breast, 14.4g of hen eggs, and 1.1g of olive oil. I also have 5.7g of pre-cooked chicken sausages, 28.9g of raw rice, and a 226g serving of flavored soft drink. I added 8.6g of soy sauce, 2.0g of spring onions, and 37.4g of unbottled water."
"['Brown sugar', 'Fried eggs, SOURCE-COMMODITIES = Hen eggs', 'Mixed cereal rolled grains, INGREDIENT = Amaranth grains, INGREDIENT = Quinoa grain, INGREDIENT = Oat grain, INGREDIENT = Maca roots, FORTIFICATION-AGENT = Vitamins, FORTIFICATION-AGENT = Chemical elements, QUALITATIVE-INFO = With added sugar', 'Unbottled water', 'Wheat bread and rolls, white (refined flour)']","[9.33, 1.01, 17.18, 0.0, 8.95]","[0.0, 4.73, 1.03, 0.0, 0.86]","[36, 79, 43, 0, 69]","[0.0, 7.61, 2.48, 0.0, 6.35]",PER,metric,"For my breakfast, I had 49 grams of fried eggs and added 9.6 grams of brown sugar. I also had 20.7 grams of a mixed cereal blend and 279.7 grams of water, plus 18 grams of white wheat bread."
"['Catfishes (freshwater)', 'Unbottled water']","[0.0, 0.0]","[0.28, 0.0]","[13, 0]","[2.48, 0.0]",PER,metric,I’ve got 16.3g of catfish and 120g of unbottled water for lunch.
"['Brown sugar', 'Butter, QUALITATIVE-INFO = With added salt', 'Canned tunas and similar, SURROUNDING-MEDIUM = In vegetable oil', 'Evaporated milk (liquid, unsweetened)', 'Garlic, PROCESS = Grinding / milling / crushing', 'Hen eggs', 'Juice, lemon', 'Juice, orange', 'Potatoes, PART-CONSUMED-ANALYSED = W/o peel', 'Rice grain, PROCESS = Raw, no heat treatment', 'Salt, iodised and fluoridated', 'Soya bean oil, refined', 'Spinaches', 'Unbottled water']","[17.59, 0.19, 0.0, 4.05, 0.16, 0.75, 0.52, 1.04, 47.53, 70.14, 0.0, 0.0, 0.77, 0.0]","[0.0, 2.1, 2.47, 3.13, 0.0, 3.51, 0.01, 0.03, 0.82, 0.62, 0.0, 2.2, 0.23, 0.0]","[69, 20, 44, 56, 1, 59, 2, 4, 210, 318, 0, 19, 5, 0]","[0.0, 0.05, 5.36, 2.68, 0.04, 5.64, 0.03, 0.06, 4.08, 5.4, 0.0, 0.0, 0.79, 0.0]",PER,metric,"For lunch, I'm having 18.1g of brown sugar, 4.2g of salted butter, 23.1g of canned tuna in vegetable oil, 41.8g of evaporated milk, 0.9g of crushed garlic, 41.8g of hen eggs, 5.4g of lemon juice, 12.7g of orange juice, 204.0g of potatoes without peel, 88.7g of raw rice, 5.0g of iodised salt, 2.2g of refined soya bean oil, 16.4g of spinach, and I'm washing it down with 544.7g of unbottled water."
